Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua Doutor José Maria Rodrigues Santos, 470 - Aruana, Aracaju - SE",197,3,2,"
                  2
                ","
950000
"
"Avenida Silvério Leite Fontes - Aruana, Aracaju - SE",202,5,5,"
                  1
                ","
799000
"
"Avenida Silvério Leite Fontes - Aruana, Aracaju - SE",202,5,5,"
                  1
                ","
799000
"
"Rua Elenita Nery Gomes, 449 - Aeroporto, Aracaju - SE",160,2,2,"
                  1
                ","
230000
"
"Rua Dezoito, 01 - Aruana, Aracaju - SE",350,3,1,"
                  4
                ","
259990
"
"Rua Hamilton Lopes Galvão, 238 - Augusto Franco, Aracaju - SE",162,3,4,"
                  2
                ","
380000
"
"Avenida Conselheiro João Moreira Filho, 1640 - Coroa do Meio, Aracaju - SE",552,7,4,"
                  3
                ","
800000
"
"Rua Zózimo Lima, 01 - Suíssa, Aracaju - SE",280,5,2,"
                  4
                ","
580000
"
"Avenida Pedro Calazans - Getúlio Vargas, Aracaju - SE",110,3,2,"
                  1
                ","
450000
"
"Rua Álvaro de Brito, 148 - Treze de Julho, Aracaju - SE",300,4,4,"
                  3
                ","
1350000
"
"Aruana, Aracaju - SE",250,3,3,"
                  2
                ","
380000
"
"Rua Jornalista Evandro Barros, 333 - Luzia, Aracaju - SE",180,3,3,"
                  2
                ","
400000
"
"Rua Raimundo Fonseca, 306 - Treze de Julho, Aracaju - SE",456,3,3,"
                  --
                ","
1450000
"
"Rua Jornalista Paulo Costa - Atalaia, Aracaju - SE",280,4,2,"
                  3
                ","
850192
"
"Rua Sergipe, 919 - Siqueira Campos, Aracaju - SE",69,5,4,"
                  3
                ","
400058
"
"Rua Geraldo Menezes Carvalho, 108 - Suíssa, Aracaju - SE",260,4,4,"
                  2
                ","
600000
"
"Rua Maria Ramos Mendonça, 92 - Aruana, Aracaju - SE",200,2,1,"
                  2
                ","
200000
"
"Rua Rafael de Aguiar, 87 - Cirurgia, Aracaju - SE",121,2,3,"
                  2
                ","
290000
"
"Rua Dom Bosco - Cirurgia, Aracaju - SE",231,5,2,"
                  2
                ","
430042
"
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",750,5,5,"
                  4
                ","
1600150
"
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",750,5,5,"
                  4
                ","
1600137
"
"Rua Gráfico José Benedito dos Santos, 07 - Inácio Barbosa, Aracaju - SE",200,6,2,"
                  2
                ","
650000
"
"Rua Rodolfo Ramos Fontes, 36 - Luzia, Aracaju - SE",150,3,2,"
                  1
                ","
360000
"
"Rua Icaraí, 0 - Farolândia, Aracaju - SE",200,3,1,"
                  --
                ","
690000
"
"Luzia, Aracaju - SE",180,6,3,"
                  3
                ","
560000
"
"Rua Marcelino Procópio da Silva - Industrial, Aracaju - SE",250,2,1,"
                  2
                ","
250141
"
"Rua Campo do Brito - América, Aracaju - SE",102,3,1,"
                  1
                ","
280000
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,"
                  4
                ","
545035
"
"Rua João Carvalho de Aragão, 272 - Atalaia, Aracaju - SE",140,4,3,"
                  4
                ","
580000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650088
"
"Avenida Alan Kardec, 88 - Cirurgia, Aracaju - SE",300,4,3,"
                  2
                ","
320000
"
"Praça Graccho Cardoso, 6 - São José, Aracaju - SE",450,4,2,"
                  2
                ","
2000000
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",436,4,5,"
                  4
                ","
2500104
"
"Rua Niceu Dantas - Atalaia, Aracaju - SE",520,5,5,"
                  1
                ","
1300195
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,"
                  4
                ","
545129
"
"Rua A, 01 - Aruana, Aracaju - SE",41,2,1,"
                  1
                ","
145000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,"
                  3
                ","
380037
"
"Rua Sinésia Barreto Moura, 196 - Ponto Novo, Aracaju - SE",150,4,4,"
                  3
                ","
570000
"
"Rua Lauro Azevedo de Souza - Bugio, Aracaju - SE",180,3,2,"
                  2
                ","
275174
"
"Rua Carlos Gomes, 196 - Farolândia, Aracaju - SE",180,3,2,"
                  1
                ","
315000
"
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,"
                  2
                ","
550157
"
"Coroa do Meio, Aracaju - SE",463,4,4,"
                  2
                ","
700000
"
"Rua José Steremberg, n°147 - Atalaia, Aracaju - SE",337,3,4,"
                  4
                ","
700000
"
"Rua Maruim, 952 - Centro, Aracaju - SE",150,3,2,"
                  --
                ","
530000
"
"Rua São Cristóvão, 971 - Centro, Aracaju - SE",200,4,2,"
                  1
                ","
280000
"
"Avenida Mamede Paes Mendonça, 319 - Centro, Aracaju - SE",180,3,2,"
                  2
                ","
395000
"
"Rua Pedro Calixto, 68 - São Conrado, Aracaju - SE",160,3,2,"
                  1
                ","
270000
"
"Rua Treze de Maio, 38 - Luzia, Aracaju - SE",150,3,2,"
                  1
                ","
340000
"
"Rua Nossa Senhora do Socorro, 309 - São José, Aracaju - SE",460,3,2,"
                  2
                ","
1350000
"
"Rua Manoel Andrade, 2010 - Coroa do Meio, Aracaju - SE",250,3,3,"
                  8
                ","
750000
"
"Rua ITacy Aparecido Marques, 100 - Aruana, Aracaju - SE",105,3,2,"
                  1
                ","
460000
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",319,4,5,"
                  4
                ","
2100135
"
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
380146
"
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
380164
"
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
380180
"
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
380081
"
"Rua Icaraí, 0 - Farolândia, Aracaju - SE",200,3,1,"
                  --
                ","
690000
"
São Cristóvão - SE,400,5,3,"
                  2
                ","
750105
"
"Rua Euclides Góis - Coroa do Meio, Aracaju - SE",159,4,2,"
                  4
                ","
500119
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",319,4,5,"
                  4
                ","
2100107
"
"Centro, Aracaju - SE",211,2,3,"
                  --
                ","
300000
"
"Santos Dumont, Aracaju - SE",250,4,5,"
                  --
                ","
465000
"
"Zona de Expansao Robalo, Aracaju - SE",360,2,1,"
                  2
                ","
700000
"
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",330,4,4,"
                  2
                ","
900000
"
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
190097
"
"Avenida Melício Machado - Aeroporto, Aracaju - SE",320,5,5,"
                  2
                ","
680150
"
"Rua dos Cocos, 41 - Aeroporto, Aracaju - SE",100,3,1,"
                  1
                ","
240000
"
Nossa Senhora do Socorro - SE,60,2,1,"
                  1
                ","
170157
"
Nossa Senhora do Socorro - SE,60,2,2,"
                  1
                ","
140098
"
"Avenida Coronel Sizino da Rocha - Jabotiana, Aracaju - SE",200,3,1,"
                  3
                ","
400000
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",312,4,5,"
                  3
                ","
1750012
"
"Rua F, 130 - Porto Dantas, Aracaju - SE",10,3,1,"
                  --
                ","
89250
"
"Rua Professora Iria Sá dos Santos - Aeroporto, Aracaju - SE",90,3,2,"
                  3
                ","
330056
"
"Rua Antônio Andrade - Coroa do Meio, Aracaju - SE",17,6,7,"
                  4
                ","
1500000
"
"Avenida Lions Club - Atalaia, Aracaju - SE",177,3,2,"
                  2
                ","
670015
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,"
                  3
                ","
180099
"
Barra dos Coqueiros - SE,180,3,4,"
                  2
                ","
660002
"
Barra dos Coqueiros - SE,180,3,4,"
                  2
                ","
660047
"
"Santos Dumont, Aracaju - SE",94,3,1,"
                  1
                ","
290000
"
"Rua Heriberto Rezende Gois, 01 - Coroa do Meio, Aracaju - SE",330,5,5,"
                  4
                ","
1200000
"
"Rua de Muribeca, 0 - Santo Antônio, Aracaju - SE",120,3,1,"
                  1
                ","
390000
"
"Rua Maria Cécilia dos Santos - Farolândia, Aracaju - SE",110,3,3,"
                  2
                ","
520066
"
"Avenida Augusto Franco, 3500 - Ponto Novo, Aracaju - SE",250,4,4,"
                  2
                ","
795000
"
"São José, Aracaju - SE",431,3,2,"
                  --
                ","
650000
"
"Rua João Carvalho de Aragão, 272 - Atalaia, Aracaju - SE",140,4,3,"
                  4
                ","
580000
"
"Rua do Carmo, 21 - Santo Antônio, Aracaju - SE",65,3,1,"
                  1
                ","
240000
"
"Rua Milton Emílio de Góes Filho, 108 - Grageru, Aracaju - SE",240,4,4,"
                  5
                ","
630000
"
"Rua Costa Rica, 273 - América, Aracaju - SE",200,3,1,"
                  1
                ","
180000
"
"Rua Alto da Bela Vista, 21 - Atalaia, Aracaju - SE",240,3,3,"
                  3
                ","
400000
"
"Luzia, Aracaju - SE",180,3,1,"
                  1
                ","
370000
"
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",233,3,5,"
                  4
                ","
978523
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650127
"
"Rua H - Aruana, Aracaju - SE",132,3,2,"
                  2
                ","
390036
"
"Rua Doutor Lúcio Prado, 23 - Farolândia, Aracaju - SE",360,4,3,"
                  4
                ","
850000
"
"Rodovia dos Náufragos, 8750 - Robalo, Aracaju - SE",1180,4,4,"
                  4
                ","
3300000
"
"Centro, Aracaju - SE",198,5,3,"
                  2
                ","
360000
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,"
                  4
                ","
545034
"
"Rua Agapito Silva, 266 - Jabotiana, Aracaju - SE",136,4,3,"
                  --
                ","
368000
"
"Rua Aristides Bispo, 52 - Getúlio Vargas, Aracaju - SE",110,2,2,"
                  1
                ","
285000
"
"Rua Rodolfo Ramos Fontes - Luzia, Aracaju - SE",151,3,2,"
                  1
                ","
360082
"
"Estrada Sonho Meu, 955 - Matapoã, Aracaju - SE",627,3,3,"
                  5
                ","
410000
"
"Rua João Andrade, 240 - Santo Antônio, Aracaju - SE",100,3,3,"
                  2
                ","
370000
"
"Rua Renato Fonseca de Oliveira, 233 - Coroa do Meio, Aracaju - SE",280,4,5,"
                  5
                ","
740000
"
"Rua Hélio Santana, 60 - Cidade Nova, Aracaju - SE",200,4,4,"
                  --
                ","
220000
"
"Rua Edson de Oliveira, 94 - Farolândia, Aracaju - SE",162,4,4,"
                  3
                ","
390000
"
"Rua Nossa Senhora do Socorro - São José, Aracaju - SE",176,3,1,"
                  1
                ","
280000
"
"Avenida Alan Kardec, 2 - Cirurgia, Aracaju - SE",280,6,5,"
                  28
                ","
580000
"
"Rodovia dos Náufragos, 1232 - Matapoã, Aracaju - SE",270,5,3,"
                  1
                ","
640000
"
"Rua Plácido Lima Teles - Bugio, Aracaju - SE",162,3,3,"
                  2
                ","
480000
"
"Rua Rafael de Aguiar, 87 - Cirurgia, Aracaju - SE",121,3,3,"
                  1
                ","
290000
"
"Rua Eliene Francisca de Jesus - Olaria, Aracaju - SE",60,2,1,"
                  1
                ","
150097
"
"Rua Campo do Brito, 0 - São José, Aracaju - SE",300,4,3,"
                  1
                ","
800000
"
"Rua Zaqueu Brandão, 736 - São José, Aracaju - SE",140,3,1,"
                  --
                ","
399000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650159
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",150,3,4,"
                  3
                ","
650030
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",123,3,3,"
                  3
                ","
532182
"
"Avenida Lions Club - Atalaia, Aracaju - SE",177,3,2,"
                  2
                ","
670124
"
"Centro, Aracaju - SE",300,3,2,"
                  1
                ","
450000
"
"Santos Dumont, Aracaju - SE",110,3,2,"
                  2
                ","
250000
"
"Robalo, Aracaju - SE",500,6,8,"
                  5
                ","
1550000
"
Itaporanga D'Ajuda - SE,100,3,2,"
                  5
                ","
250186
"
"Aeroporto, Aracaju - SE",200,2,3,"
                  2
                ","
270000
"
"Rua dos Lírios, 152 - Aeroporto, Aracaju - SE",130,3,3,"
                  2
                ","
400000
"
"Rua Praia de Atalaia - Aruana, Aracaju - SE",150,3,1,"
                  2
                ","
520000
"
"Rua dos Lírios, 152 - Aeroporto, Aracaju - SE",130,3,3,"
                  2
                ","
400000
"
"Rua Praia de Atalaia - Aruana, Aracaju - SE",150,3,1,"
                  2
                ","
520000
"
"Luzia, Aracaju - SE",250,3,3,"
                  1
                ","
750000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650019
"
"Rua Siriri - Centro, Aracaju - SE",137,3,2,"
                  1
                ","
4200072
"
"Coroa do Meio, Aracaju - SE",249,3,2,"
                  2
                ","
650000
"
Nossa Senhora do Socorro - SE,60,2,1,"
                  1
                ","
170161
"
"Avenida Engenheiro Gentil Tavares - Getúlio Vargas, Aracaju - SE",190,4,3,"
                  2
                ","
320000
"
"Rua Mato Grosso, 831 - José Conrado de Araújo, Aracaju - SE",120,2,1,"
                  1
                ","
190000
"
"Luzia, Aracaju - SE",180,4,5,"
                  3
                ","
660000
"
"Rua E, 347 - Mosqueiro, Aracaju - SE",250,3,2,"
                  3
                ","
300000
"
"Ponto Novo, Aracaju - SE",210,3,2,"
                  2
                ","
285000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650007
"
"Rua João Carvalho de Aragão, 13 - Atalaia, Aracaju - SE",250,5,5,"
                  5
                ","
740000
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,"
                  4
                ","
540164
"
